date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:24	6563/6563	---M-Z	200	added ('OK')	application/javascript	etag:%2219a3-5df844af29fcc-gzip%22	https://nutz.in/assets/vendor/smooth-scroll/dist/smooth-scroll.polyfills.min.js	/home/thanu/Security/nutz.in/assets/vendor/smooth-scroll/dist/smooth-scroll.polyfills.min.js	(from https://nutz.in/)
13:58:25	25417/25417	---M-Z	200	added ('OK')	application/javascript	etag:%226349-5df844af2808c-gzip%22	https://nutz.in/assets/vendor/lightgallery.js/dist/js/lightgallery.min.js	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/js/lightgallery.min.js	(from https://nutz.in/)
13:58:26	15498/15498	---M-Z	200	added ('OK')	application/javascript	etag:%223c8a-5df844af2808c-gzip%22	https://nutz.in/assets/vendor/jarallax/dist/jarallax.min.js	/home/thanu/Security/nutz.in/assets/vendor/jarallax/dist/jarallax.min.js	(from https://nutz.in/)
13:58:27	21133/21133	---M-Z	200	added ('OK')	application/javascript	etag:%22528d-5df844af2614c-gzip%22	https://nutz.in/assets/vendor/cleave.js/dist/cleave.min.js	/home/thanu/Security/nutz.in/assets/vendor/cleave.js/dist/cleave.min.js	(from https://nutz.in/)
13:58:28	31966/31966	---M-Z	200	added ('OK')	application/javascript	etag:%227cde-5df844af29fcc-gzip%22	https://nutz.in/assets/vendor/tiny-slider/dist/min/tiny-slider.js	/home/thanu/Security/nutz.in/assets/vendor/tiny-slider/dist/min/tiny-slider.js	(from https://nutz.in/)
13:58:29	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5df844af270ec-gzip%22	https://nutz.in/assets/vendor/imagesloaded/imagesloaded.pkgd.min.js	/home/thanu/Security/nutz.in/assets/vendor/imagesloaded/imagesloaded.pkgd.min.js	(from https://nutz.in/)
13:58:30	19907/19907	---M-Z	200	added ('OK')	application/javascript	etag:%224dc3-5df844af29fcc-gzip%22	https://nutz.in/assets/vendor/shufflejs/dist/shuffle.min.js	/home/thanu/Security/nutz.in/assets/vendor/shufflejs/dist/shuffle.min.js	(from https://nutz.in/)
13:58:31	7967/7967	---M-Z	200	added ('OK')	application/javascript	etag:%221f1f-5df844af2808c-gzip%22	https://nutz.in/assets/vendor/lg-video.js/dist/lg-video.min.js	/home/thanu/Security/nutz.in/assets/vendor/lg-video.js/dist/lg-video.min.js	(from https://nutz.in/)
13:58:32	17314/17314	---M-Z	200	added ('OK')	application/javascript	etag:%2243a2-5df844af2902c-gzip%22	https://nutz.in/assets/vendor/parallax-js/dist/parallax.min.js	/home/thanu/Security/nutz.in/assets/vendor/parallax-js/dist/parallax.min.js	(from https://nutz.in/)
13:58:33	19024/19024	---M-Z	200	added ('OK')	application/javascript	etag:%224a50-5df844af251ac-gzip%22	https://nutz.in/assets/js/theme.min.js	/home/thanu/Security/nutz.in/assets/js/theme.min.js	(from https://nutz.in/)
13:58:35	108861/108861	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202022%2008:28:34%20GMT	https://nutz.in/site.webmanifest	/home/thanu/Security/nutz.in/site.html	(from https://nutz.in/safari-pinned-tab.svg)
13:58:37	385910/385910	---M-Z	200	added ('OK')	text/css	etag:%225e376-5df844af29fcc-gzip%22	https://nutz.in/css/theme.min.css	/home/thanu/Security/nutz.in/css/theme.min.css	(from https://nutz.in/safari-pinned-tab.svg)
13:58:38	4432/4432	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%221150-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg8306.ttf?22t19m	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg83068306.ttf	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:39	4508/4508	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22119c-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg8306.woff?22t19m	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg83068306.woff	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:40	9873/9873	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222691-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg8306.svg?22t19m	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/fonts/lg83068306.svg	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:41	1482/1482	---M--	200	added ('OK')	image/png	etag:%225ca-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/vimeo-play.png	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/img/vimeo-play.png	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:41	819/819	---M--	200	added ('OK')	image/png	etag:%22333-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/video-play.png	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/img/video-play.png	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:42	2703/2703	---M--	200	added ('OK')	image/png	etag:%22a8f-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/youtube-play.png	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/img/youtube-play.png	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:44	3801/3801	---M--	200	added ('OK')	image/gif	etag:%22ed9-5df844af2808c%22	https://nutz.in/assets/vendor/lightgallery.js/dist/img/loading.gif	/home/thanu/Security/nutz.in/assets/vendor/lightgallery.js/dist/img/loading.gif	(from https://nutz.in/assets/vendor/lightgallery.js/dist/css/lightgallery.min.css)
13:58:45	29254/29254	---M--	200	added ('OK')	image/png	etag:%227246-5df844aeef64f%22	https://nutz.in/assets/img/account/signin-illustration.png	/home/thanu/Security/nutz.in/assets/img/account/signin-illustration.png	(from https://nutz.in/assets/css/theme.min.css)
13:58:46	199/199	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2019%20Jun%202022%2008:28:45%20GMT	https://nutz.in/assets/	/home/thanu/Security/nutz.in/assets/index.html	(from https://nutz.in/assets/css/theme.min.css)
13:58:47	428949/428949	---M--	200	added ('OK')	image/jpeg	etag:%2268b95-5df844af1c50d%22	https://nutz.in/assets/img/pages/contacts/map02.jpg	/home/thanu/Security/nutz.in/assets/img/pages/contacts/map02.jpg	(from https://nutz.in/contact)
13:58:48	1071/1071	---M-Z	200	added ('OK')	text/css	etag:%2242f-5df844aedcd70-gzip%22	https://nutz.in/assets/assets/vendor/akfont/akfont.css	/home/thanu/Security/nutz.in/assets/assets/vendor/akfont/akfont.css	(from https://nutz.in/about)
13:58:49	92208/92208	---M-Z	200	added ('OK')	text/css	etag:%2216830-5df844aee5a0f-gzip%22	https://nutz.in/assets/assets/vendor/icofont/icofont.min.css	/home/thanu/Security/nutz.in/assets/assets/vendor/icofont/icofont.min.css	(from https://nutz.in/about)
13:58:50	100020/100020	---M-Z	200	added ('OK')	text/css	etag:%22186b4-5df844aee69af-gzip%22	https://nutz.in/assets/assets/vendor/remixicon/remixicon.css	/home/thanu/Security/nutz.in/assets/assets/vendor/remixicon/remixicon.css	(from https://nutz.in/about)
13:58:50	76360/76360	---M-Z	200	added ('OK')	text/css	etag:%2212a48-5df844aee1b8f-gzip%22	https://nutz.in/assets/assets/vendor/boxicons/boxicons.css	/home/thanu/Security/nutz.in/assets/assets/vendor/boxicons/boxicons.css	(from https://nutz.in/about)
13:58:52	1066/1066	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2242a-5df844af06d4e%22	https://nutz.in/assets/img/demo/marketing-seo/services/bg-shape.svg	/home/thanu/Security/nutz.in/assets/img/demo/marketing-seo/services/bg-shape.svg	(from https://nutz.in/GraphicDesign)
13:58:53	3469/3469	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d8d-5df844af05dae%22	https://nutz.in/assets/img/demo/marketing-seo/services/01.svg	/home/thanu/Security/nutz.in/assets/img/demo/marketing-seo/services/01.svg	(from https://nutz.in/GraphicDesign)
13:58:54	3741/3741	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e9d-5df844af05dae%22	https://nutz.in/assets/img/demo/marketing-seo/services/02.svg	/home/thanu/Security/nutz.in/assets/img/demo/marketing-seo/services/02.svg	(from https://nutz.in/GraphicDesign)
13:58:54	5246/5246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22147e-5df844af05dae%22	https://nutz.in/assets/img/demo/marketing-seo/services/03.svg	/home/thanu/Security/nutz.in/assets/img/demo/marketing-seo/services/03.svg	(from https://nutz.in/GraphicDesign)
13:58:56	3943/3943	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f67-5df844af05dae%22	https://nutz.in/assets/img/demo/marketing-seo/services/04.svg	/home/thanu/Security/nutz.in/assets/img/demo/marketing-seo/services/04.svg	(from https://nutz.in/GraphicDesign)
13:58:56	199/199	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2019%20Jun%202022%2008:28:56%20GMT	https://nutz.in/.https://nutz.in/	/home/thanu/Security/nutz.in/.https_/nutz.in/index.html	(from https://nutz.in/Development)
13:58:57	108861/108861	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Jun%202022%2008:28:57%20GMT	https://nutz.in/img/demo/business-consulting/services/bg-shape.svg	/home/thanu/Security/nutz.in/img/demo/business-consulting/services/bg-shape.html	(from https://nutz.in/security)
13:58:58	52468/52468	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ccf4-5df844af07cee%22	https://nutz.in/assets/img/demo/personal-portfolio/hero-illustration.svg	/home/thanu/Security/nutz.in/assets/img/demo/personal-portfolio/hero-illustration.svg	(from https://nutz.in/training)
13:59:00	183296/183296	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222cc00-5df844af08c8d%22	https://nutz.in/assets/img/demo/personal-portfolio/services/illustration.svg	/home/thanu/Security/nutz.in/assets/img/demo/personal-portfolio/services/illustration.svg	(from https://nutz.in/training)
13:59:00	1675/1675	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2268b-5df844af07cee%22	https://nutz.in/assets/img/demo/personal-portfolio/services/01.svg	/home/thanu/Security/nutz.in/assets/img/demo/personal-portfolio/services/01.svg	(from https://nutz.in/training)
